Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Sep 5, 2023",vs San Francisco,REG,W,11-8,-122,O,10.5,CHN,2023,20230905,139,0.5495495495495495,0
"Sep 6, 2023",vs San Francisco,REG,W,8-2,-150,U,11.0,CHN,2023,20230906,140,0.6,0
"Sep 7, 2023",vs Arizona,REG,L,6-2,-161,U,8.5,CHN,2023,20230907,141,0.6168582375478927,0
"Sep 8, 2023",vs Arizona,REG,L,1-0,100,U,7.0,CHN,2023,20230908,142,0.5,0
"Sep 9, 2023",vs Arizona,REG,L,3-2,-135,U,7.0,CHN,2023,20230909,143,0.574468085106383,0
"Sep 10, 2023",vs Arizona,REG,W,5-2,-133,U,9.0,CHN,2023,20230910,144,0.5708154506437768,0
"Sep 11, 2023",@ Colorado,REG,W,5-4,-180,U,11.5,CHN,2023,20230911,145,0.6428571428571428,0
"Sep 12, 2023",@ Colorado,REG,L,6-4,-173,U,12.0,CHN,2023,20230912,146,0.6336996336996337,0
"Sep 13, 2023",@ Colorado,REG,L,7-3,-200,U,11.5,CHN,2023,20230913,147,0.6666666666666667,0
"Sep 15, 2023",@ Arizona,REG,L,6-4,-132,O,8.5,CHN,2023,20230915,148,0.5689655172413793,0
"Sep 16, 2023",@ Arizona,REG,L,7-6,-110,O,9.0,CHN,2023,20230916,149,0.5238095238095238,0
"Sep 17, 2023",@ Arizona,REG,L,6-2,-113,U,9.0,CHN,2023,20230917,150,0.5305164319248826,0
"Sep 19, 2023",vs Pittsburgh,REG,W,14-1,-155,O,9.0,CHN,2023,20230919,151,0.607843137254902,0
"Sep 20, 2023",vs Pittsburgh,REG,L,13-7,-198,O,7.5,CHN,2023,20230920,152,0.6644295302013423,0
"Sep 21, 2023",vs Pittsburgh,REG,L,8-6,-175,O,9.0,CHN,2023,20230921,153,0.6363636363636364,0
"Sep 22, 2023",vs Colorado,REG,W,6-0,-260,U,9.0,CHN,2023,20230922,154,0.7222222222222222,0
"Sep 23, 2023",vs Colorado,REG,W,6-3,-230,O,8.5,CHN,2023,20230923,155,0.696969696969697,0
"Sep 24, 2023",vs Colorado,REG,W,4-3,-250,U,9.0,CHN,2023,20230924,156,0.7142857142857143,0
"Sep 26, 2023",@ Atlanta,REG,L,7-6,125,O,9.5,CHN,2023,20230926,157,0.4444444444444444,0
"Sep 27, 2023",@ Atlanta,REG,L,6-5,125,O,9.5,CHN,2023,20230927,158,0.4444444444444444,0
"Sep 28, 2023",@ Atlanta,REG,L,5-3,120,U,9.5,CHN,2023,20230928,159,0.45454545454545453,0
"Sep 29, 2023",@ Milwaukee,REG,L,4-3,-110,U,8.5,CHN,2023,20230929,160,0.5238095238095238,0
"Sep 30, 2023",@ Milwaukee,REG,W,10-6,-123,O,8.5,CHN,2023,20230930,161,0.5515695067264574,0
"Oct 1, 2023",@ Milwaukee,REG,L,4-0,121,U,8.5,CHN,2023,20231001,162,0.45248868778280543,0
